show #,airdate,round,category,value,question,answer
4684,2005-01-06,Jeopardy,NOW THAT'S INVENTIVE!,1000,"In the late 19th century, Ellen Eglui invented this washing machine attachment that saved a lot of drying time",a wringer
4684,2005-01-06,Jeopardy,TRUCKIN',1000,Take this company's Titan to a new frontier,Nissan
4684,2005-01-06,Jeopardy,EDIBLE RHYME TIME,1000,"A Scottish cap made from Hormel's ""spiced ham""",a Spam tam
4684,2005-01-06,Double Jeopardy,FOREWORDS,400,"Penguin Classics' introduction to this novel says, ""Emily... developed a passionate love of the rough Moorland scenery""",Wuthering Heights
4684,2005-01-06,Double Jeopardy,CROSSWORDS,400,"""Oliver on 'Still the Beaver'"" & ""Sherman Hemsley series"" have been clues in this publication's weekly puzzle",TV Guide
4684,2005-01-06,Double Jeopardy,JEOPARDY! KEYWORDS,400,"This city was home to our favorite ""German-American physicist"" for the last 20 years of his life",Princeton
4684,2005-01-06,Double Jeopardy,HOUSEHOLD WORDS,400,"To mix drinks in the comfort of your living room, it's handy to have this counter with a sink and running water",a wet bar
4684,2005-01-06,Double Jeopardy,EDWARDS,400,"Edward James Olmos was Lt. Castillo, the laconic boss of Crockett & Tubbs, on this Florida cop show",Miami Vice
4684,2005-01-06,Double Jeopardy,"""F"" WORDS",400,"It rises 12,837 feet above central Honshu Island",Mount Fuji
4684,2005-01-06,Double Jeopardy,FOREWORDS,800,"Kurt Vonnegut's opening remarks on this author say, ""His schoolbooks were steamboats and mining camps""",Mark Twain
4684,2005-01-06,Double Jeopardy,CROSSWORDS,800,"You'll find the crossword in the ""Life"" section of this, ""The Nation's Newspaper""",USA Today
4684,2005-01-06,Double Jeopardy,JEOPARDY! KEYWORDS,800,"The daughter of a ""Spanish Cubist"", she designs jewelry & fashion accessories",Paloma Picasso
4684,2005-01-06,Double Jeopardy,HOUSEHOLD WORDS,800,This bed that folds into a closet when not in use is named for its inventor,a Murphy bed
4684,2005-01-06,Double Jeopardy,EDWARDS,800,"This actor skyrocketed to fame playing an altar boy accused of killing a priest in ""Primal Fear""",Edward Norton
4684,2005-01-06,Double Jeopardy,"""F"" WORDS",800,"In the novel's original full title, Tom Jones is described as this, meaning an abandoned infant",foundling
4684,2005-01-06,Double Jeopardy,FOREWORDS,1200,"""According to"" this author, ""The Delawares themselves acknowledge the royalty of the Mohicans""",James Fenimore Cooper
4684,2005-01-06,Double Jeopardy,CROSSWORDS,1200,"2004 puzzle themes in this daily paper included ""Financial Trouble"" & ""Buy, Buy, Baby""",The Wall Street Journal
4684,2005-01-06,Double Jeopardy,JEOPARDY! KEYWORDS,1200,"The ""Magyar capital"" is divided by this major river",the Danube
4684,2005-01-06,Double Jeopardy,HOUSEHOLD WORDS,1200,"7-letter term for the short drapery hung across the top of a window, often used to hide structural fixtures",a valance
4684,2005-01-06,Double Jeopardy,EDWARDS,1200,He's lent a patrician air to dozens of movies and TV shows,Edward Herrman
4684,2005-01-06,Double Jeopardy,"""F"" WORDS",1200,In 1992 this person was elected to replace California's interim senator John Seymour,Dianne Feinstein
4684,2005-01-06,Double Jeopardy,FOREWORDS,1600,"Its foreword says the ""singularly lackluster"" Marius is ""supposedly a portrait of the youthful Victor Hugo himself",Les Miserables
4684,2005-01-06,Double Jeopardy,CROSSWORDS,1600,"Will Shortz, this newspaper's crossword editor, presents puzzles on NPR's ""Weekend Edition""",The New York Times
4684,2005-01-06,Double Jeopardy,JEOPARDY! KEYWORDS,1600,"Girlfriend of the ""Polish-French composer"", she penned the novel ""La Mare au Diable""",George Sand
4684,2005-01-06,Double Jeopardy,HOUSEHOLD WORDS,1600,The name of this large wardrobe with doors & shelves partly comes from the Latin for weapons,an armoire
4684,2005-01-06,Double Jeopardy,EDWARDS,1600,"He served as a midshipman in the U.S. Navy at age 9; that ""Damn the torpedoes"" quote came 55 years later",Farragut
4684,2005-01-06,Double Jeopardy,"""F"" WORDS",2000,"""Tess's tragedy is deeper and more far-reaching than"" this author's ""bare philosophizing about it""",(Thomas) Hardy
4684,2005-01-06,Double Jeopardy,FOREWORDS,2000,"A decade after crosswords were invented, this company with an alliterative name published the 1st book of them",Simon & Schuster
4684,2005-01-06,Double Jeopardy,CROSSWORDS,2000,"The partner in crime of ""Jeopardy!""'s No. 1 ""American traitor"", this Brit was hanged in 1780",Major John André
4684,2005-01-06,Double Jeopardy,JEOPARDY! KEYWORDS,2000,It can be an overcoat or a large overstuffed sofa with upholstered arms,a chesterfield
4684,2005-01-06,Double Jeopardy,HOUSEHOLD WORDS,2000,"The name of this small flute comes from the Latin for ""peep""",fife
4684,2005-01-06,Double Jeopardy,EDWARDS," /><br /><table width=""100%""><tr><td class=""right"">Alli","After being subdued by the Franks in the 700s, this people formed a kingdom at Pamplona in the 800s",the Basques
